file_id,change_type,section_id,xml_path,old_content,new_content,approved
index,MODIFY,index,/,"Index  Editorial Team  1.0  151-160  This index provides alphabetical access to key topics, concepts, and terms discussed throughout the document.  Algorithm  23, 45, 67, 89  Analytics  1-15, 36-58, 79-105  Big Data  12, 28, 41, 55  Clustering  82, 87, 93  Data Mining  19, 33, 47, 61  Data Visualization  59-78  Machine Learning  79-105  Python  106, 108, 112  Regression  43, 84, 91  Statistics  36-58  Arial  12  1.5","Index  Editorial Team  1.1  151-160  This index provides alphabetical access to key topics, concepts, and terms discussed throughout the document.  Algorithm  23, 45, 67, 89, 102  Analytics  1-15, 36-58, 79-105  Artificial Intelligence  5, 18, 79, 95  Big Data  12, 28, 41, 55, 73  Clustering  82, 87, 93, 98  Data Mining  19, 33, 47, 61  Data Visualization  59-78  Machine Learning  79-105  Python  106, 108, 112, 114  Regression  43, 84, 91  Statistics  36-58  Arial  12  1.5","approved,rejected,pending"
index,MODIFY,index,/content,"This index provides alphabetical access to key topics, concepts, and terms discussed throughout the document.  Algorithm  23, 45, 67, 89  Analytics  1-15, 36-58, 79-105  Big Data  12, 28, 41, 55  Clustering  82, 87, 93  Data Mining  19, 33, 47, 61  Data Visualization  59-78  Machine Learning  79-105  Python  106, 108, 112  Regression  43, 84, 91  Statistics  36-58","This index provides alphabetical access to key topics, concepts, and terms discussed throughout the document.  Algorithm  23, 45, 67, 89, 102  Analytics  1-15, 36-58, 79-105  Artificial Intelligence  5, 18, 79, 95  Big Data  12, 28, 41, 55, 73  Clustering  82, 87, 93, 98  Data Mining  19, 33, 47, 61  Data Visualization  59-78  Machine Learning  79-105  Python  106, 108, 112, 114  Regression  43, 84, 91  Statistics  36-58","approved,rejected,pending"
index,MODIFY,index,/metadata,Index  Editorial Team  1.0  151-160,Index  Editorial Team  1.1  151-160,"approved,rejected,pending"
index,MODIFY,index,/index_entries,"Algorithm  23, 45, 67, 89  Analytics  1-15, 36-58, 79-105  Big Data  12, 28, 41, 55  Clustering  82, 87, 93  Data Mining  19, 33, 47, 61  Data Visualization  59-78  Machine Learning  79-105  Python  106, 108, 112  Regression  43, 84, 91  Statistics  36-58","Algorithm  23, 45, 67, 89, 102  Analytics  1-15, 36-58, 79-105  Artificial Intelligence  5, 18, 79, 95  Big Data  12, 28, 41, 55, 73  Clustering  82, 87, 93, 98  Data Mining  19, 33, 47, 61  Data Visualization  59-78  Machine Learning  79-105  Python  106, 108, 112, 114  Regression  43, 84, 91  Statistics  36-58","approved,rejected,pending"
index,MODIFY,index,/version,1.0,1.1,"approved,rejected,pending"
chapter5_ml,MODIFY,chapter5_ml,/,"Machine Learning Applications  ML Engineering Team  1.0  79-105  Machine learning algorithms enable computers to learn and make decisions from data without explicit programming. This chapter explores supervised, unsupervised, and reinforcement learning techniques.  Learning with labeled training data  Linear regression, decision trees, neural networks  Classification, prediction, forecasting  Finding patterns in unlabeled data  Clustering, dimensionality reduction, association rules  Customer segmentation, anomaly detection  Learning through trial and error  Q-learning, policy gradients, actor-critic  Game playing, robotics, resource allocation  The success of machine learning projects depends heavily on feature engineering, model selection, and proper evaluation metrics. Cross-validation and holdout sets are essential for avoiding overfitting.  Arial  12  1.5","Machine Learning Applications  ML Engineering Team  1.1  79-105  Machine learning algorithms enable computers to learn and make intelligent decisions from data without explicit programming. This chapter explores supervised, unsupervised, and reinforcement learning techniques.  Learning with labeled training data  Linear regression, decision trees, neural networks, ensemble methods  Classification, prediction, forecasting, recommendation systems  Finding patterns in unlabeled data  Clustering, dimensionality reduction, association rules  Customer segmentation, anomaly detection, market basket analysis  Learning through trial and error with reward feedback  Q-learning, policy gradients, actor-critic  Game playing, robotics, resource allocation, autonomous systems  The success of machine learning projects depends heavily on feature engineering, model selection, hyperparameter tuning, and proper evaluation metrics. Cross-validation and holdout sets are essential for avoiding overfitting.  Arial  12  1.5","approved,rejected,pending"
chapter5_ml,MODIFY,chapter5_ml,/content,"Machine learning algorithms enable computers to learn and make decisions from data without explicit programming. This chapter explores supervised, unsupervised, and reinforcement learning techniques.  Learning with labeled training data  Linear regression, decision trees, neural networks  Classification, prediction, forecasting  Finding patterns in unlabeled data  Clustering, dimensionality reduction, association rules  Customer segmentation, anomaly detection  Learning through trial and error  Q-learning, policy gradients, actor-critic  Game playing, robotics, resource allocation  The success of machine learning projects depends heavily on feature engineering, model selection, and proper evaluation metrics. Cross-validation and holdout sets are essential for avoiding overfitting.","Machine learning algorithms enable computers to learn and make intelligent decisions from data without explicit programming. This chapter explores supervised, unsupervised, and reinforcement learning techniques.  Learning with labeled training data  Linear regression, decision trees, neural networks, ensemble methods  Classification, prediction, forecasting, recommendation systems  Finding patterns in unlabeled data  Clustering, dimensionality reduction, association rules  Customer segmentation, anomaly detection, market basket analysis  Learning through trial and error with reward feedback  Q-learning, policy gradients, actor-critic  Game playing, robotics, resource allocation, autonomous systems  The success of machine learning projects depends heavily on feature engineering, model selection, hyperparameter tuning, and proper evaluation metrics. Cross-validation and holdout sets are essential for avoiding overfitting.","approved,rejected,pending"
chapter5_ml,MODIFY,chapter5_ml,/metadata,Machine Learning Applications  ML Engineering Team  1.0  79-105,Machine Learning Applications  ML Engineering Team  1.1  79-105,"approved,rejected,pending"
chapter5_ml,MODIFY,chapter5_ml,/version,1.0,1.1,"approved,rejected,pending"
chapter5_ml,MODIFY,chapter5_ml,/paragraph[@id='p1'],"Machine learning algorithms enable computers to learn and make decisions from data without explicit programming. This chapter explores supervised, unsupervised, and reinforcement learning techniques.","Machine learning algorithms enable computers to learn and make intelligent decisions from data without explicit programming. This chapter explores supervised, unsupervised, and reinforcement learning techniques.","approved,rejected,pending"
chapter5_ml,MODIFY,chapter5_ml,/,"Machine Learning Applications  ML Engineering Team  1.0  79-105  Machine learning algorithms enable computers to learn and make decisions from data without explicit programming. This chapter explores supervised, unsupervised, and reinforcement learning techniques.  Learning with labeled training data  Linear regression, decision trees, neural networks  Classification, prediction, forecasting  Finding patterns in unlabeled data  Clustering, dimensionality reduction, association rules  Customer segmentation, anomaly detection  Learning through trial and error  Q-learning, policy gradients, actor-critic  Game playing, robotics, resource allocation  The success of machine learning projects depends heavily on feature engineering, model selection, and proper evaluation metrics. Cross-validation and holdout sets are essential for avoiding overfitting.  Arial  12  1.5","Machine Learning Applications  ML Engineering Team  1.1  79-105  Machine learning algorithms enable computers to learn and make intelligent decisions from data without explicit programming. This chapter explores supervised, unsupervised, and reinforcement learning techniques.  Learning with labeled training data  Linear regression, decision trees, neural networks, ensemble methods  Classification, prediction, forecasting, recommendation systems  Finding patterns in unlabeled data  Clustering, dimensionality reduction, association rules  Customer segmentation, anomaly detection, market basket analysis  Learning through trial and error with reward feedback  Q-learning, policy gradients, actor-critic  Game playing, robotics, resource allocation, autonomous systems  The success of machine learning projects depends heavily on feature engineering, model selection, hyperparameter tuning, and proper evaluation metrics. Cross-validation and holdout sets are essential for avoiding overfitting.  Arial  12  1.5","approved,rejected,pending"
chapter5_ml,MODIFY,chapter5_ml,/supervised,"Learning with labeled training data  Linear regression, decision trees, neural networks  Classification, prediction, forecasting","Learning with labeled training data  Linear regression, decision trees, neural networks, ensemble methods  Classification, prediction, forecasting, recommendation systems","approved,rejected,pending"
chapter5_ml,MODIFY,chapter5_ml,/paragraph[@id='p2'],"The success of machine learning projects depends heavily on feature engineering, model selection, and proper evaluation metrics. Cross-validation and holdout sets are essential for avoiding overfitting.","The success of machine learning projects depends heavily on feature engineering, model selection, hyperparameter tuning, and proper evaluation metrics. Cross-validation and holdout sets are essential for avoiding overfitting.","approved,rejected,pending"
chapter5_ml,MODIFY,chapter5_ml,/reinforcement,"Learning through trial and error  Q-learning, policy gradients, actor-critic  Game playing, robotics, resource allocation","Learning through trial and error with reward feedback  Q-learning, policy gradients, actor-critic  Game playing, robotics, resource allocation, autonomous systems","approved,rejected,pending"
chapter5_ml,MODIFY,chapter5_ml,/description,Learning through trial and error,Learning through trial and error with reward feedback,"approved,rejected,pending"
chapter5_ml,MODIFY,chapter5_ml,/use_cases,"Game playing, robotics, resource allocation","Game playing, robotics, resource allocation, autonomous systems","approved,rejected,pending"
chapter5_ml,MODIFY,chapter5_ml,/unsupervised,"Finding patterns in unlabeled data  Clustering, dimensionality reduction, association rules  Customer segmentation, anomaly detection","Finding patterns in unlabeled data  Clustering, dimensionality reduction, association rules  Customer segmentation, anomaly detection, market basket analysis","approved,rejected,pending"
chapter5_ml,MODIFY,chapter5_ml,/text,"The success of machine learning projects depends heavily on feature engineering, model selection, and proper evaluation metrics. Cross-validation and holdout sets are essential for avoiding overfitting.","The success of machine learning projects depends heavily on feature engineering, model selection, hyperparameter tuning, and proper evaluation metrics. Cross-validation and holdout sets are essential for avoiding overfitting.","approved,rejected,pending"
chapter5_ml,MODIFY,chapter5_ml,/algorithm_types,"Learning with labeled training data  Linear regression, decision trees, neural networks  Classification, prediction, forecasting  Finding patterns in unlabeled data  Clustering, dimensionality reduction, association rules  Customer segmentation, anomaly detection  Learning through trial and error  Q-learning, policy gradients, actor-critic  Game playing, robotics, resource allocation","Learning with labeled training data  Linear regression, decision trees, neural networks, ensemble methods  Classification, prediction, forecasting, recommendation systems  Finding patterns in unlabeled data  Clustering, dimensionality reduction, association rules  Customer segmentation, anomaly detection, market basket analysis  Learning through trial and error with reward feedback  Q-learning, policy gradients, actor-critic  Game playing, robotics, resource allocation, autonomous systems","approved,rejected,pending"
chapter4_visualization,MODIFY,chapter4_visualization,/,"Data Visualization and Reporting  Design Team  1.0  59-78  Effective data visualization transforms complex datasets into understandable and actionable insights. The right visual representation can reveal patterns that might otherwise remain hidden in raw data.  Used for comparing categories or showing changes over time  Keep bars proportional and start y-axis at zero  Shows relationships between two continuous variables  Include trend lines when appropriate  Displays data density or correlation matrices  Use intuitive color scales  When creating visualizations, always consider your audience and the story you want to tell. Avoid chartjunk and unnecessary decorative elements that can distract from the core message.  Arial  12  1.5","Data Visualization and Interactive Reporting  Design Team  1.1  59-78  Effective data visualization transforms complex datasets into understandable and actionable insights. The right visual representation can reveal patterns that might otherwise remain hidden in raw data.  Used for comparing categories or showing changes over time  Keep bars proportional and start y-axis at zero when appropriate  Shows relationships between two continuous variables  Include trend lines and confidence intervals when appropriate  Displays data density or correlation matrices  Use intuitive color scales with proper legends  Interactive multi-panel displays for comprehensive analysis  Maintain consistent styling and logical layout  When creating visualizations, always consider your audience and the story you want to tell. Avoid chartjunk and unnecessary decorative elements that can distract from the core message.  Arial  12  1.5","approved,rejected,pending"
chapter4_visualization,MODIFY,chapter4_visualization,/example[@type='bar_chart'],Used for comparing categories or showing changes over time  Keep bars proportional and start y-axis at zero,Used for comparing categories or showing changes over time  Keep bars proportional and start y-axis at zero when appropriate,"approved,rejected,pending"
chapter4_visualization,MODIFY,chapter4_visualization,/content,"Effective data visualization transforms complex datasets into understandable and actionable insights. The right visual representation can reveal patterns that might otherwise remain hidden in raw data.  Used for comparing categories or showing changes over time  Keep bars proportional and start y-axis at zero  Shows relationships between two continuous variables  Include trend lines when appropriate  Displays data density or correlation matrices  Use intuitive color scales  When creating visualizations, always consider your audience and the story you want to tell. Avoid chartjunk and unnecessary decorative elements that can distract from the core message.","Effective data visualization transforms complex datasets into understandable and actionable insights. The right visual representation can reveal patterns that might otherwise remain hidden in raw data.  Used for comparing categories or showing changes over time  Keep bars proportional and start y-axis at zero when appropriate  Shows relationships between two continuous variables  Include trend lines and confidence intervals when appropriate  Displays data density or correlation matrices  Use intuitive color scales with proper legends  Interactive multi-panel displays for comprehensive analysis  Maintain consistent styling and logical layout  When creating visualizations, always consider your audience and the story you want to tell. Avoid chartjunk and unnecessary decorative elements that can distract from the core message.","approved,rejected,pending"
chapter4_visualization,MODIFY,chapter4_visualization,/chart_examples,Used for comparing categories or showing changes over time  Keep bars proportional and start y-axis at zero  Shows relationships between two continuous variables  Include trend lines when appropriate  Displays data density or correlation matrices  Use intuitive color scales,Used for comparing categories or showing changes over time  Keep bars proportional and start y-axis at zero when appropriate  Shows relationships between two continuous variables  Include trend lines and confidence intervals when appropriate  Displays data density or correlation matrices  Use intuitive color scales with proper legends  Interactive multi-panel displays for comprehensive analysis  Maintain consistent styling and logical layout,"approved,rejected,pending"
chapter4_visualization,MODIFY,chapter4_visualization,/metadata,Data Visualization and Reporting  Design Team  1.0  59-78,Data Visualization and Interactive Reporting  Design Team  1.1  59-78,"approved,rejected,pending"
chapter4_visualization,MODIFY,chapter4_visualization,/best_practice,Use intuitive color scales,Maintain consistent styling and logical layout,"approved,rejected,pending"
chapter4_visualization,MODIFY,chapter4_visualization,/version,1.0,1.1,"approved,rejected,pending"
chapter4_visualization,MODIFY,chapter4_visualization,/example[@type='scatter_plot'],Shows relationships between two continuous variables  Include trend lines when appropriate,Shows relationships between two continuous variables  Include trend lines and confidence intervals when appropriate,"approved,rejected,pending"
chapter4_visualization,MODIFY,chapter4_visualization,/example[@type='heatmap'],Displays data density or correlation matrices  Use intuitive color scales,Displays data density or correlation matrices  Use intuitive color scales with proper legends,"approved,rejected,pending"
